,nom,nom2,altitude,lat,lng,departement,lien,liencols,ouverture,est_cycliste
1869,Col de Cassagne,,225.0,42.51187,3.06328,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1870,Col de Mala Cara,,210.0,42.50233,3.08658,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1871,Col del Bouix,,208.0,42.82819,2.72188,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1872,Col del Loup,,199.0,42.77443,2.63333,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1873,Col de la Dona,,199.0,42.74091,2.72884,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1874,Col de Séris,Col de Gran Bau,195.0,42.46676,3.14655,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1875,Col d'en Raxat,,185.0,42.5114,3.082,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1876,Collade de St Luc,,176.0,42.54949,2.79721,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1877,Col de l'Arquette,,175.0,42.51283,3.05729,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1878,Col des Balitres,,165.0,42.43496,3.15958,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1879,Pas de Jala,,165.0,42.79813,2.72511,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1880,Col d'en Calbo,,163.0,42.51441,3.06441,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1881,Coll del Fourn,,155.0,42.51819,2.89098,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1882,Col del Bast,,139.0,42.46232,3.12253,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1883,Col des Alzines,,135.0,42.81115,2.72587,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1884,Col de Rousse,,135.0,42.56834,2.83597,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1885,Col de Portell,,133.0,42.60618,2.79744,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1886,Col Perdigue,,125.0,42.50696,3.10533,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1887,Coll del Cagne,Col du Cagné,125.0,42.44312,3.14275,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1888,Col del Mig,,101.0,42.50999,3.11052,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1889,Col d'en Piques,,90.0,42.59249,2.86256,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1890,Col de las Portas,,77.0,42.51139,3.11657,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1891,Col du Père Carnère,,67.0,42.49153,3.11901,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1892,Col de Las Vignas,,50.0,42.48124,3.11624,des Pyrénées-Orientales,cols-departement-pyrenees-orientales-d66.html,,,False
1893,Col du Champ du Feu,,1077.0,48.40194,7.26955,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1894,Col de la Charbonnière,,961.0,48.3834,7.25754,du Bas-Rhin,cols-departement-bas-rhin-d67.html,https://www.cols-cyclisme.com/recherche/Col de la Charbonnière.htm,,True
1895,Col de Cheitagoutte,Col de Chenagoutte,840.0,48.44858,7.25603,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1896,Col de la Franzluhr,,823.0,48.46272,7.2997,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1897,Col d'Entre les deux Donons,,823.0,48.51588,7.17044,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1898,Col du Praye,,785.0,48.47846,7.11662,du Bas-Rhin,cols-departement-bas-rhin-d67.html,https://www.cols-cyclisme.com/recherche/Col du Praye.htm,,True
1899,Col de Kreuzweg,,766.0,48.38752,7.29429,du Bas-Rhin,cols-departement-bas-rhin-d67.html,https://www.cols-cyclisme.com/recherche/Col de Kreuzweg.htm,,True
1900,Col du Roule-Bacon,,735.0,48.52879,7.10275,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1901,Col du Donon,,727.0,48.50721,7.14618,du Bas-Rhin,cols-departement-bas-rhin-d67.html,https://www.cols-cyclisme.com/recherche/Col du Donon.htm,,True
1902,Col de Kienberg,,712.0,48.42258,7.39286,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1903,Col du Bruchberg,,674.0,48.48933,7.30627,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1904,Col des Pandours,,662.0,48.58945,7.31647,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1905,Col du Hantz,,641.0,48.40232,7.08993,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1906,Col de Fouchy,,608.0,48.30469,7.26036,du Bas-Rhin,cols-departement-bas-rhin-d67.html,https://www.cols-cyclisme.com/recherche/Col de Fouchy.htm,,True
1907,Col d'Urbeis,,602.0,48.32615,7.17763,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1908,Col du Heidenkopf,,589.0,48.46559,7.36324,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1909,Col de la Salcée,,588.0,48.35995,7.17784,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1910,Col du Schaentzel,,584.0,48.24412,7.32703,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1911,Col du Blanc Noyer,,560.0,48.34902,7.23152,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1912,Col de Saales,,556.0,48.34324,7.10799,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1913,Hauteur de Grendelbruch,,545.0,48.49907,7.31378,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1914,Col de Steige,,537.0,48.36359,7.20158,du Bas-Rhin,cols-departement-bas-rhin-d67.html,https://www.cols-cyclisme.com/recherche/Col de Steige.htm,,True
1915,Col de la Liese,,514.0,48.9817,7.61413,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1916,Col du Riesthal,,502.0,48.98626,7.61096,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1917,Col du Pottaschkopf,,482.0,48.98572,7.62178,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1918,Col de l'Ungerthal,,436.0,48.95424,7.58568,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1919,Col du Pigeonnier,,432.0,49.02469,7.88651,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1920,Col du Schanz,,414.0,48.61018,7.40375,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1921,Col de Saverne,,413.0,48.75521,7.33135,du Bas-Rhin,cols-departement-bas-rhin-d67.html,https://www.cols-cyclisme.com/recherche/Col de Saverne.htm,,True
1922,Col d'Holdereck,,408.0,48.95317,7.57733,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1923,Col de Goetzenberg,,400.0,49.04407,7.70804,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1924,Col de Klingelfels,,385.0,49.04591,7.70603,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1925,Col de Pfaffenschlick,,371.0,48.99168,7.84485,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1926,Wolfsgrub,,340.0,48.47373,7.40957,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1927,Col Schaufelshald,,339.0,49.05417,7.7986,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1928,Col de Litschhof,,334.0,49.05313,7.79344,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1929,Col de Puberg,,325.0,48.91701,7.31907,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1930,Col de Pfaffenech,,317.0,48.88765,7.35321,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1931,Col d'Entre les 2 Windstein,,317.0,48.99713,7.68106,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1932,Col de la Tête du Christ,,311.0,48.83505,7.38771,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1933,Col de Westhoffen,,298.0,48.61526,7.44212,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1934,Col du Langthal,,283.0,49.02598,7.66705,du Bas-Rhin,cols-departement-bas-rhin-d67.html,,,False
1935,Col du Haag,,1233.0,47.905,7.09042,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1936,Collet du Lac Vert,,1225.0,48.09276,7.06069,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1937,Col du Moorfeld,,1197.0,47.90841,7.0677,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1938,Col de Hahnenbrunnen,,1186.0,47.95122,7.01963,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1939,Col de Platzerwasel,,1182.0,47.96937,7.04305,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col de Platzerwasel.htm,,True
1940,Col du Calvaire,,1144.0,48.13623,7.08872,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col du Calvaire.htm,,True
1941,Col de la Schlucht,,1139.0,48.06353,7.02374,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col de la Schlucht.htm,,True
1942,Col du Rouge Gazon,,1086.0,47.8555,6.91736,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Station du Rouge Gazon.htm,,True
1943,Sattel,,1049.0,47.89202,7.09072,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1944,Col du Pré de Raves,,1005.0,48.19934,7.10708,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col du Pré de Raves.htm,,True
1945,Collet du Linge,,987.0,48.08327,7.13995,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Collet du Linge.htm,,True
1946,Col du Louschbach,,978.0,48.13623,7.06154,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1947,Col de Bramont,,956.0,48.00038,6.94555,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col de Bramont.htm,,True
1948,Col du Bonhomme,,949.0,48.16474,7.07979,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col du Bonhomme.htm,,True
1949,Col du Hirtzelach,,930.0,47.78175,6.88363,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1950,Col de Silberloch,,906.0,47.85844,7.14859,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1951,Col des Bagenelles,"Diedoldshausenhöhe, Markircher Steig",903.0,48.19266,7.11414,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col des Bagenelles.htm,,True
1952,Col d'Oderen,,884.0,47.92262,6.91756,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col d'Oderen.htm,,True
1953,Col du Wettstein,,882.0,48.08779,7.11624,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col du Wettstein.htm,,True
1954,Col de Boenlesgrab,,865.0,47.97637,7.14806,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col de Boenlesgrab.htm,,True
1955,Col de Herrenfluh,,835.0,47.84532,7.14341,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1956,Col de Freland,,830.0,48.19295,7.21556,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col de Freland.htm,,True
1957,Col Amic,,828.0,47.8755,7.12748,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1958,Col de Ste Marie,,772.0,48.24322,7.13279,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1959,Geishouse Höh,,763.0,47.88394,7.0513,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1960,Col de Hundsrucken,,748.0,47.80645,7.04264,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col de Hundsrucken.htm,,True
1961,Col Haut de Ribeauvillé,,742.0,48.22671,7.23154,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col Haut de Ribeauvillé.htm,,True
1962,Col de Bussang,,727.0,47.88945,6.89751,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col de Bussang.htm,,True
1963,Col de Firstplan,,722.0,47.99923,7.18503,du Haut-Rhin,cols-departement-haut-rhin-d68.html,https://www.cols-cyclisme.com/recherche/Col de Firstplan.htm,,True
1964,Col de Chamont,,679.0,48.17185,7.17586,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1965,Col de Bermont,,646.0,48.13718,7.15033,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1966,Col du Blochmont,,631.0,47.44716,7.34641,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1967,Col Diebold-Scherrer,,619.0,47.81423,7.05831,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1968,Col du Petit Haut,,610.0,48.24597,7.21815,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1969,Col Schirm,,605.0,47.7877,7.02493,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1970,Col du Wilsbach,,605.0,48.05052,7.26531,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1971,Col du Bannstein,,482.0,47.95366,7.1925,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1972,Collet du Brand,,325.0,48.09451,7.27616,du Haut-Rhin,cols-departement-haut-rhin-d68.html,,,False
1973,Col de Patoux,,910.0,46.19762,4.48052,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Patoux.htm,,True
1974,Col des Brosses,,866.0,45.70621,4.55479,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col des Brosses.htm,,True
1975,Col de Favardy,,856.0,46.10942,4.42947,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Favardy.htm,,True
1976,Col de la Croix d'Ajoux,,853.0,46.18504,4.46808,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix d'Ajoux.htm,,True
1977,Col de la Croix de Part,,812.0,45.72084,4.56836,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Part.htm,,True
1978,Col de la Croix de Chal,,789.0,45.97278,4.45255,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Chal.htm,,True
1979,Col de la Croix Nicelle,,782.0,46.09169,4.43899,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Nicelle.htm,,True
1980,Col de la Croix des Fourches,,776.0,45.99838,4.41909,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix des Fourches.htm,,True
1981,Col du Pavillon,,755.0,46.09772,4.36036,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Pavillon.htm,,True
1982,Col du Fut d'Avenas,,743.0,46.19234,4.61842,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Fut d'Avenas.htm,,True
1983,Col de la Casse Froide,,739.0,46.12108,4.53021,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Casse Froide.htm,,True
1984,Col de la Croix Montmain,,737.0,46.05913,4.53768,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Montmain.htm,,True
1985,Col de Malval,,732.0,45.74777,4.61173,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Malval.htm,,True
1986,Col de Champ Juin,,731.0,46.23338,4.4877,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Champ Juin.htm,,True
1987,Col de la Croix de l'Orme,,730.0,45.98484,4.43856,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de l'Orme.htm,,True
1988,Col du Pilon,,727.0,45.97282,4.39636,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Pilon.htm,,True
1989,Col des Sauvages,,723.0,45.92694,4.37858,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col des Sauvages.htm,,True
1990,Col de la Croix Rosier,,721.0,46.07999,4.54884,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Rosier.htm,,True
1991,Col de la Luère,,715.0,45.76282,4.62898,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Luère.htm,,True
1992,Col des Aillets,,715.0,46.14932,4.42543,du Rhône,cols-departement-rhone-d69.html,,,False
1993,Col des Echarmeaux,,712.0,46.16783,4.44128,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col des Echarmeaux.htm,,True
1994,Col de la Serve,,708.0,46.20655,4.56354,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Serve.htm,,True
1995,Col de la Cambuse,Col de Gondras,707.0,46.03447,4.43158,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Cambuse.htm,,True
1996,Col du Chêne,Col du Chatoux,704.0,45.98864,4.5654,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Chêne.htm,,True
1997,Col des Oncins,,702.0,46.20422,4.51622,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col des Oncins.htm,,True
1998,Col du Joncin,,699.0,45.99856,4.54603,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Joncin.htm,,True
1999,Col de la Croix Marchampt,,687.0,46.0972,4.54206,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Marchampt.htm,,True
2000,Col de la Croix de Mazieux,,686.0,45.80902,4.47247,du Rhône,cols-departement-rhone-d69.html,,,False
2001,Col de la Bûche,,683.0,46.13188,4.32981,du Rhône,cols-departement-rhone-d69.html,,,False
2002,Col du Burdel,,680.0,46.04089,4.36833,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Burdel.htm,,True
2003,Col de Fontmartin,,664.0,46.23965,4.62245,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Fontmartin.htm,,True
2004,Col de la Croix de Thel,,651.0,45.96979,4.47137,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Thel.htm,,True
2005,Col de Boubon,,648.0,46.2582,4.62244,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Boubon.htm,,True
2006,Col de la Croix des Brosses,,646.0,46.13354,4.48054,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix des Brosses.htm,,True
2007,Col de St Bonnet,,645.0,46.02171,4.59111,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Saint Bonnet.htm,,True
2008,Col du Carcan,,645.0,46.28934,4.63642,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Carcan.htm,,True
2009,Col de la Croix Papin,,636.0,46.00011,4.53165,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Papin.htm,,True
2010,Col de la Croix du Plat,,635.0,45.92717,4.43084,du Rhône,cols-departement-rhone-d69.html,,,False
2011,Col de Crie,,624.0,46.20691,4.53731,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Crie.htm,,True
2012,Col des Cassettes,,622.0,45.93039,4.4264,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col des Cassettes.htm,,True
2013,Col du Gerbey,,612.0,46.26105,4.66028,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Gerbey.htm,,True
2014,Col de la Sibérie,,611.0,46.25468,4.64336,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Sibérie.htm,,True
2015,Col de la Croix du Ban,,604.0,45.77795,4.63985,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix du Ban.htm,,True
2016,Col de la Croix Paquet,,598.0,45.91617,4.4393,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix Paquet.htm,,True
2017,Col de Vieille Morte,,597.0,46.02687,4.57473,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Vieille Morte.htm,,True
2018,Col de Pierre Plate,,593.0,46.0702,4.55734,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Pierre Plate.htm,,True
2019,Col du Verdun,,585.0,45.84677,4.78029,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Verdun.htm,,True
2020,Col du Bansillon,,575.0,45.95026,4.60268,du Rhône,cols-departement-rhone-d69.html,,,False
2021,Col de Chassenoud,,557.0,45.49559,4.70895,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Chassenoud.htm,,True
2022,Col de la Cépée,,550.0,46.23705,4.39179,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Cépée.htm,,True
2023,Col de Durbize,,543.0,46.1925,4.64835,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Durbize.htm,,True
2024,Col de Sabatin,,530.0,46.0194,4.31383,du Rhône,cols-departement-rhone-d69.html,,,False
2025,Col de la Croix de Presles,,527.0,45.84277,4.79343,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Presles.htm,,True
2026,Col de la Grange du Bois,,523.0,46.29197,4.69488,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Grange du Bois.htm,,True
2027,Col de la Croix Régis,,503.0,45.52227,4.74359,du Rhône,cols-departement-rhone-d69.html,,,False
2028,Col de Fontrijole,,501.0,45.79109,4.65732,du Rhône,cols-departement-rhone-d69.html,,,False
2029,Col de la Croix de l'Orme,,493.0,46.27602,4.57262,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de l'Orme.htm,,True
2030,Col du Truges,,480.0,46.17913,4.64237,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Truges.htm,,True
2031,Col du Bourrin,,471.0,45.53656,4.75594,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Bourrin.htm,,True
2032,Col des Labourons,,436.0,46.20676,4.68292,du Rhône,cols-departement-rhone-d69.html,,,False
2033,Col du Pilon,,408.0,45.51531,4.72177,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col du Pilon.htm,,True
2034,Col de Brouilly,,333.0,46.10641,4.64435,du Rhône,cols-departement-rhone-d69.html,https://www.cols-cyclisme.com/recherche/Col de Brouilly.htm,,True
2035,Col de Trion,,266.0,45.75825,4.81318,du Rhône,cols-departement-rhone-d69.html,,,False
2036,Col des Chevrères,,916.0,47.79121,6.74233,de la Haute-Saône,cols-departement-haute-saone-d70.html,https://www.cols-cyclisme.com/recherche/Col des Chevrères.htm,,True
2037,Trou de l'Enfer,,725.0,47.85901,6.7519,de la Haute-Saône,cols-departement-haute-saone-d70.html,,,False
2038,Col des Croix,,679.0,47.85978,6.74725,de la Haute-Saône,cols-departement-haute-saone-d70.html,https://www.cols-cyclisme.com/recherche/Col des Croix.htm,,True
2039,Col du Mont de Fourche,,620.0,47.90399,6.64523,de la Haute-Saône,cols-departement-haute-saone-d70.html,https://www.cols-cyclisme.com/recherche/Col du Mont de Fourche.htm,,True
2040,Col de la Chevestraye,,611.0,47.756,6.71619,de la Haute-Saône,cols-departement-haute-saone-d70.html,https://www.cols-cyclisme.com/recherche/Col de la Chevestraye.htm,,True
2041,Col des Roussey,,348.0,47.5614,6.22764,de la Haute-Saône,cols-departement-haute-saone-d70.html,,,False
2042,Col du Paradis,,322.0,47.84368,6.11032,de la Haute-Saône,cols-departement-haute-saone-d70.html,,,False
2043,Col de Roussey,,306.0,47.67201,6.20304,de la Haute-Saône,cols-departement-haute-saone-d70.html,,,False
2044,Col de Dun,,696.0,46.25525,4.34748,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,,,False
2045,Col du Grand Vent,,615.0,46.31838,4.63514,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col du Grand Vent.htm,,True
2046,Col du Rebout,,615.0,46.93226,4.04852,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,,,False
2047,Col de la Croix d'Auterre,,556.0,46.30205,4.45059,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,,,False
2048,Col des Enceints,,529.0,46.34925,4.66078,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col des Enceints.htm,,True
2049,Col de la Croix de Montmain,,500.0,46.41093,4.6977,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col de la Croix de Montmain.htm,,True
2050,Col des Quatre Vents,,489.0,46.44333,4.7139,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col des Quatre Vents.htm,,True
2051,Col de la Croix,,486.0,46.4784,4.75188,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col de la Croix.htm,,True
2052,Col de la Percée,,468.0,46.45671,4.71717,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col de la Percée.htm,,True
2053,Col de la Pistole,,464.0,46.49339,4.76964,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col de la Pistole.htm,,True
2054,Col de Navois,,448.0,46.59045,4.83093,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col de Navois.htm,,True
2055,Pas de la Sue,,445.0,46.34174,4.52941,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,,,False
2056,Col des Baudots,,425.0,46.73898,4.56074,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,,,False
2057,Col des Chèvres,,419.0,46.56991,4.81674,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,https://www.cols-cyclisme.com/recherche/Col des Chèvres.htm,,True
2058,Col des Vaux,,407.0,46.38453,4.46017,de la Saône-et-Loire,cols-departement-saone-et-loire-d71.html,,,False
